title,url,date,body_text,archive_html,body_length
육지 출력제어 실적 안내[2025년 2월 26일(수)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74743&tag=&nPage=14,2025-02-26,"육지 출력제어 실적 안내[2025년 2월 26일(수)] 작성일 2025/04/02 15:44 작성자 경부하기운영자 조회수 1,142 주간 시간대의 높은 신재생발전량 등으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망(또는 당일 기상급변으로 긴급 조치)되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 2월 26일(수), 12시~14시 ㅇ 수급실적 : 최대수요 75,917㎿(09시), 최소수요 60,423㎿(07시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74743%26tag%3D%26nPage%3D14.html,356
육지 출력제어 실적 안내[2025년 3월 11일(화)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74745&tag=&nPage=14,2025-03-11,"육지 출력제어 실적 안내[2025년 3월 11일(화)] 작성일 2025/04/02 15:45 작성자 경부하기운영자 조회수 1,210 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 11일(화), 12시~13시 ㅇ 수급실적 : 최대수요 71,531㎿(09시), 최소수요 55,397㎿(07시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74745%26tag%3D%26nPage%3D14.html,352
육지 출력제어 실적 안내[2025년 3월 14일(금)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74746&tag=&nPage=14,2025-03-14,"육지 출력제어 실적 안내[2025년 3월 14일(금)] 작성일 2025/04/02 15:46 작성자 경부하기운영자 조회수 1,056 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 14일(금), 11시~14시 ㅇ 수급실적 : 최대수요 68,297㎿(20시), 최소수요 52,965㎿(18시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74746%26tag%3D%26nPage%3D14.html,343
육지 출력제어 실적 안내[2025년 3월 19일(수)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74747&tag=&nPage=13,2025-03-19,"육지 출력제어 실적 안내[2025년 3월 19일(수)] 작성일 2025/04/02 15:46 작성자 경부하기운영자 조회수 1,148 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 19일(수), 14시~16시 ㅇ 수급실적 : 최대수요 74,254㎿(20시), 최소수요 60,539㎿(18시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74747%26tag%3D%26nPage%3D13.html,343
육지 출력제어 실적 안내[2025년 3월 22일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74748&tag=&nPage=13,2025-03-22,"육지 출력제어 실적 안내[2025년 3월 22일(토)] 작성일 2025/04/02 15:47 작성자 경부하기운영자 조회수 1,533 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 22일(토), 11시~15시 ㅇ 수급실적 : 최대수요 60,131㎿(20시), 최소수요 43,360㎿(18시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74748%26tag%3D%26nPage%3D13.html,343
육지 출력제어 실적 안내[2025년 3월 23일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74749&tag=&nPage=13,2025-03-23,"육지 출력제어 실적 안내[2025년 3월 23일(일)] 작성일 2025/04/02 15:47 작성자 경부하기운영자 조회수 1,111 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 23일(토), 11시~15시 ㅇ 수급실적 : 최대수요 59,671㎿(20시), 최소수요 41,038㎿(18시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74749%26tag%3D%26nPage%3D13.html,352
육지 출력제어 실적 안내[2025년 3월 26일(수)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74785&tag=&nPage=13,2025-03-26,"육지 출력제어 실적 안내[2025년 3월 26일(수)] 작성일 2025/04/03 17:09 작성자 경부하기운영자 조회수 1,102 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 26일(수), 12시~13시 ㅇ 수급실적 : 최대수요 67,221㎿(20시), 최소수요 51,085㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74785%26tag%3D%26nPage%3D13.html,343
육지 출력제어 실적 안내[2025년 3월 28일(금)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74786&tag=&nPage=13,2025-03-28,"육지 출력제어 실적 안내[2025년 3월 28일(금)] 작성일 2025/04/03 17:10 작성자 경부하기운영자 조회수 1,185 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 28일(금), 12시~13시/14~15시 ㅇ 수급실적 : 최대수요 67,840㎿(20시), 최소수요 53,673㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74786%26tag%3D%26nPage%3D13.html,350
육지 출력제어 실적 안내[2025년 3월 29일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74823&tag=&nPage=13,2025-03-29,"육지 출력제어 실적 안내[2025년 3월 29일(토)] 작성일 2025/04/08 13:50 작성자 경부하기운영자 조회수 1,173 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 29일(토), 11시~13시 ㅇ 수급실적 : 최대수요 62,150㎿(20시), 최소수요 50,138㎿(11시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74823%26tag%3D%26nPage%3D13.html,343
육지 출력제어 실적 안내[2025년 3월 30일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74824&tag=&nPage=12,2025-03-30,"육지 출력제어 실적 안내[2025년 3월 30일(일)] 작성일 2025/04/08 13:51 작성자 경부하기운영자 조회수 1,412 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 30일(일), 10시~14시 ㅇ 수급실적 : 최대수요 61,624㎿(20시), 최소수요 42,797㎿(13시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74824%26tag%3D%26nPage%3D12.html,352
육지 출력제어 실적 안내[2025년 3월 9일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74744&tag=&nPage=14,2025-03-09,"육지 출력제어 실적 안내[2025년 3월 9일(일)] 작성일 2025/04/02 15:45 작성자 경부하기운영자 조회수 1,302 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 3월 9일(일), 11시~16시 ㅇ 수급실적 : 최대수요 62,382㎿(20시), 최소수요 42,374㎿(13시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74744%26tag%3D%26nPage%3D14.html,350
육지 출력제어 실적 안내[2025년 4월 13일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74910&tag=&nPage=11,2025-04-13,"육지 출력제어 실적 안내[2025년 4월 13일(일)] 작성일 2025/04/17 10:36 작성자 경부하기운영자 조회수 1,325 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 13일(일), 11시~14시 ㅇ 수급실적 : 최대수요 59,804㎿(20시), 최소수요 44,463㎿(10시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74910%26tag%3D%26nPage%3D11.html,343
육지 출력제어 실적 안내[2025년 4월 1일(화)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74877&tag=&nPage=12,2025-04-01,"육지 출력제어 실적 안내[2025년 4월 1일(화)] 작성일 2025/04/14 14:52 작성자 경부하기운영자 조회수 1,095 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 1일(화), 12시~15시 ㅇ 수급실적 : 최대수요 69,182㎿(20시), 최소수요 51,759㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74877%26tag%3D%26nPage%3D12.html,341
육지 출력제어 실적 안내[2025년 4월 20일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75030&tag=&nPage=11,2025-04-20,"육지 출력제어 실적 안내[2025년 4월 20일(일)] 작성일 2025/05/04 12:28 작성자 경부하기운영자 조회수 1,168 기상 및 전력수요 변동 등으로 해당일 전망된 비중앙급전발전기 출력제어를 모두 취소하였음을 알려드립니다. o 수급실적 : 최대수요 58,683MW(20시), 주간최저수요 44,829MW(14시)",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75030%26tag%3D%26nPage%3D11.html,181
육지 출력제어 실적 안내[2025년 4월 25일(금)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75031&tag=&nPage=10,2025-04-25,"육지 출력제어 실적 안내[2025년 4월 25일(금)] 작성일 2025/05/04 14:49 작성자 경부하기운영자 조회수 3,073 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 25일(금), 12시~14시 ㅇ 수급실적 : 최대수요 64,865㎿(20시), 최소수요 46,964㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75031%26tag%3D%26nPage%3D10.html,343
육지 출력제어 실적 안내[2025년 4월 26일(토)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75032&tag=&nPage=10,2025-04-26,"육지 출력제어 실적 안내[2025년 4월 26일(토)] 작성일 2025/05/04 14:51 작성자 경부하기운영자 조회수 1,118 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 26일(토), 10시~15시 ㅇ 수급실적 : 최대수요 57,963㎿(20시), 최소수요 40,200㎿(13시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75032%26tag%3D%26nPage%3D10.html,352
육지 출력제어 실적 안내[2025년 4월 27일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75033&tag=&nPage=10,2025-04-27,"육지 출력제어 실적 안내[2025년 4월 27일(일)] 작성일 2025/05/04 14:55 작성자 경부하기운영자 조회수 1,003 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 27일(일), 10시~14시 ㅇ 수급실적 : 최대수요 57,477㎿(20시), 최소수요 39,913㎿(11시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75033%26tag%3D%26nPage%3D10.html,352
육지 출력제어 실적 안내[2025년 4월 28일(월)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75034&tag=&nPage=10,2025-04-28,"육지 출력제어 실적 안내[2025년 4월 28일(월)] 작성일 2025/05/04 14:57 작성자 경부하기운영자 조회수 955 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 28일(월), 11시~14시 ㅇ 수급실적 : 최대수요 66,068㎿(20시), 최소수요 47,219㎿(04시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75034%26tag%3D%26nPage%3D10.html,341
육지 출력제어 실적 안내[2025년 4월 29일(화)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75035&tag=&nPage=10,2025-04-29,"육지 출력제어 실적 안내[2025년 4월 29일(화)] 작성일 2025/05/04 15:00 작성자 경부하기운영자 조회수 1,364 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 29일(화), 12시~13시 ㅇ 수급실적 : 최대수요 66,232㎿(20시), 최소수요 48,102㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75035%26tag%3D%26nPage%3D10.html,343
육지 출력제어 실적 안내[2025년 4월 2일(수)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74878&tag=&nPage=12,2025-04-02,"육지 출력제어 실적 안내[2025년 4월 2일(수)] 작성일 2025/04/14 14:53 작성자 경부하기운영자 조회수 1,070 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 2일(수), 12시~14시 ㅇ 수급실적 : 최대수요 69,045㎿(20시), 최소수요 53,910㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74878%26tag%3D%26nPage%3D12.html,341
육지 출력제어 실적 안내[2025년 4월 4일(금)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74879&tag=&nPage=12,2025-04-04,"육지 출력제어 실적 안내[2025년 4월 4일(금)] 작성일 2025/04/14 14:54 작성자 경부하기운영자 조회수 990 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 4일(금), 12시~15시 ㅇ 수급실적 : 최대수요 66,311㎿(20시), 최소수요 51,602㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74879%26tag%3D%26nPage%3D12.html,339
육지 출력제어 실적 안내[2025년 4월 6일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74880&tag=&nPage=12,2025-04-06,"육지 출력제어 실적 안내[2025년 4월 6일(일)] 작성일 2025/04/14 14:54 작성자 경부하기운영자 조회수 1,124 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 6일(일), 10시~16시 ㅇ 수급실적 : 최대수요 58,920㎿(20시), 최소수요 39,070㎿(13시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74880%26tag%3D%26nPage%3D12.html,350
육지 출력제어 실적 안내[2025년 4월 7일(월)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74881&tag=&nPage=12,2025-04-07,"육지 출력제어 실적 안내[2025년 4월 7일(월)] 작성일 2025/04/14 14:54 작성자 경부하기운영자 조회수 970 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 7일(월), 11시~14시 ㅇ 수급실적 : 최대수요 67,482㎿(20시), 최소수요 49,387㎿(04시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74881%26tag%3D%26nPage%3D12.html,339
육지 출력제어 실적 안내[2025년 4월 8일(화)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=74882&tag=&nPage=12,2025-04-08,"육지 출력제어 실적 안내[2025년 4월 8일(화)] 작성일 2025/04/14 14:55 작성자 경부하기운영자 조회수 1,098 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 4월 8일(화), 12시~13시 ㅇ 수급실적 : 최대수요 67,166㎿(20시), 최소수요 49,463㎿(13시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D74882%26tag%3D%26nPage%3D12.html,341
육지 출력제어 실적 안내[2025년 5월 11일(일)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75310&tag=&nPage=9,2025-05-11,"육지 출력제어 실적 안내[2025년 5월 11일(일)] 작성일 2025/06/12 12:08 작성자 경부하기운영자 조회수 948 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 5월 11일(일), 11시~14시 ㅇ 수급실적 : 최대수요 58,905㎿(21시), 최소수요 43,312㎿(14시) ㅇ 제어사유 : 전력망 제약, 전력수급 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75310%26tag%3D%26nPage%3D9.html,350
육지 출력제어 실적 안내[2025년 5월 12일(월)],https://www.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75311&tag=&nPage=9,2025-05-12,"육지 출력제어 실적 안내[2025년 5월 12일(월)] 작성일 2025/06/12 12:09 작성자 경부하기운영자 조회수 852 봄철 경부하기 낮은 전력수요와 높은 신재생발전량으로 인한 육지 전력계통(제주도 제외) 불안정이 발생 될 것으로 전망되어 전기사업법 제27조의2, 동 법 제45조, 분산에너지 활성화 특별법 제16조, 전력계통 신뢰도 및 전기품질 유지기준 제17조에 따른 비중앙급전발전기 출력제어 조치를 시행하고 실적을 공지합니다. ㅇ 시행일 : 2025년 5월 12일(월), 12시~13시 ㅇ 수급실적 : 최대수요 67,736㎿(20시), 최소수요 48,576㎿(04시) ㅇ 제어사유 : 전력망 제약",data/raw/kpx_notice_archives/https%3A%2F%2Fwww.kpx.or.kr%2Fboard.es%3Fmid%3Da10109050000%26bid%3D0216%26act%3Dview%26list_no%3D75311%26tag%3D%26nPage%3D9.html,341
