date,hour,economic_dr_bid_count,peak_dr_bid_count,dust_dr_bid_count,economic_dr_award_count,peak_dr_award_count,dust_dr_award_count
2020-05-21,13,11,0,0,0,0,0
2020-05-21,14,15,0,0,0,0,0
2020-05-21,15,16,0,0,0,0,0
2020-05-21,16,15,0,0,0,0,0
2020-05-21,17,14,0,0,0,0,0
2020-05-21,18,14,0,0,0,0,0
2020-05-21,19,14,0,0,0,0,0
2020-05-21,20,14,0,0,0,0,0
2020-05-21,21,12,0,0,0,0,0
2020-05-21,22,13,0,0,0,0,0
2020-05-21,23,12,0,0,0,0,0
2020-05-21,24,11,0,0,0,0,0
2020-05-22,1,8,0,0,0,0,0
2020-05-22,2,8,0,0,0,0,0
2020-05-22,3,8,0,0,0,0,0
2020-05-22,4,6,0,0,0,0,0
2020-05-22,5,8,0,0,0,0,0
2020-05-22,6,9,0,0,0,0,0
2020-05-22,7,9,0,0,0,0,0
2020-05-22,8,10,0,0,0,0,0
2020-05-22,9,17,0,0,0,0,0
2020-05-22,10,18,0,0,0,0,0
2020-05-22,11,17,0,0,0,0,0
2020-05-22,12,15,0,0,0,0,0
2020-05-22,13,8,0,0,0,0,0
2020-05-22,14,14,0,0,0,0,0
2020-05-22,15,16,0,0,0,0,0
2020-05-22,16,15,0,0,0,0,0
2020-05-22,17,16,0,0,0,0,0
2020-05-22,18,15,0,0,0,0,0
2020-05-22,19,14,0,0,0,0,0
2020-05-22,20,14,0,0,0,0,0
2020-05-22,21,13,0,0,0,0,0
2020-05-22,22,13,0,0,0,0,0
2020-05-22,23,12,0,0,0,0,0
2020-05-22,24,11,0,0,0,0,0
2020-05-23,1,0,0,0,0,0,0
2020-05-23,2,0,0,0,0,0,0
2020-05-23,3,0,0,0,0,0,0
2020-05-23,4,0,0,0,0,0,0
2020-05-23,5,0,0,0,0,0,0
2020-05-23,6,0,0,0,0,0,0
2020-05-23,7,0,0,0,0,0,0
2020-05-23,8,0,0,0,0,0,0
2020-05-23,9,0,0,0,0,0,0
2020-05-23,10,0,0,0,0,0,0
2020-05-23,11,0,0,0,0,0,0
2020-05-23,12,0,0,0,0,0,0
2020-05-23,13,0,0,0,0,0,0
2020-05-23,14,0,0,0,0,0,0
2020-05-23,15,0,0,0,0,0,0
2020-05-23,16,0,0,0,0,0,0
2020-05-23,17,0,0,0,0,0,0
2020-05-23,18,0,0,0,0,0,0
2020-05-23,19,0,0,0,0,0,0
2020-05-23,20,0,0,0,0,0,0
2020-05-23,21,0,0,0,0,0,0
2020-05-23,22,0,0,0,0,0,0
2020-05-23,23,0,0,0,0,0,0
2020-05-23,24,0,0,0,0,0,0
2020-05-24,1,0,0,0,0,0,0
2020-05-24,2,0,0,0,0,0,0
2020-05-24,3,0,0,0,0,0,0
2020-05-24,4,0,0,0,0,0,0
2020-05-24,5,0,0,0,0,0,0
2020-05-24,6,0,0,0,0,0,0
2020-05-24,7,0,0,0,0,0,0
2020-05-24,8,0,0,0,0,0,0
2020-05-24,9,0,0,0,0,0,0
2020-05-24,10,0,0,0,0,0,0
2020-05-24,11,0,0,0,0,0,0
2020-05-24,12,0,0,0,0,0,0
2020-05-24,13,0,0,0,0,0,0
2020-05-24,14,0,0,0,0,0,0
2020-05-24,15,0,0,0,0,0,0
2020-05-24,16,0,0,0,0,0,0
2020-05-24,17,0,0,0,0,0,0
2020-05-24,18,0,0,0,0,0,0
2020-05-24,19,0,0,0,0,0,0
2020-05-24,20,0,0,0,0,0,0
2020-05-24,21,0,0,0,0,0,0
2020-05-24,22,0,0,0,0,0,0
2020-05-24,23,0,0,0,0,0,0
2020-05-24,24,0,0,0,0,0,0
2020-05-25,1,11,0,0,0,0,0
2020-05-25,2,11,0,0,0,0,0
2020-05-25,3,11,0,0,0,0,0
2020-05-25,4,9,0,0,0,0,0
2020-05-25,5,10,0,0,0,0,0
2020-05-25,6,11,0,0,0,0,0
2020-05-25,7,10,0,0,0,0,0
2020-05-25,8,13,0,0,0,0,0
2020-05-25,9,14,0,0,0,0,0
2020-05-25,10,12,0,0,0,0,0
2020-05-25,11,13,0,0,0,0,0
2020-05-25,12,12,0,0,0,0,0
2020-05-25,13,8,0,0,0,0,0
2020-05-25,14,12,0,0,0,0,0
2020-05-25,15,12,0,0,0,0,0
2020-05-25,16,12,0,0,0,0,0
2020-05-25,17,9,0,0,0,0,0
2020-05-25,18,10,0,0,0,0,0
2020-05-25,19,9,0,0,0,0,0
2020-05-25,20,9,0,0,0,0,0
2020-05-25,21,7,0,0,0,0,0
2020-05-25,22,7,0,0,0,0,0
2020-05-25,23,5,0,0,0,0,0
2020-05-25,24,7,0,0,0,0,0
2020-05-26,1,7,0,0,0,0,0
2020-05-26,2,7,0,0,0,0,0
2020-05-26,3,7,0,0,0,0,0
2020-05-26,4,6,0,0,0,0,0
2020-05-26,5,6,0,0,0,0,0
2020-05-26,6,6,0,0,0,0,0
2020-05-26,7,6,0,0,0,0,0
2020-05-26,8,8,0,0,0,0,0
2020-05-26,9,10,0,0,0,0,0
2020-05-26,10,12,0,0,0,0,0
2020-05-26,11,11,0,0,0,0,0
2020-05-26,12,11,0,0,0,0,0
2020-05-26,13,8,0,0,0,0,0
2020-05-26,14,11,0,0,0,0,0
2020-05-26,15,10,0,0,0,0,0
2020-05-26,16,10,0,0,0,0,0
2020-05-26,17,10,0,0,0,0,0
2020-05-26,18,8,0,0,0,0,0
2020-05-26,19,9,0,0,0,0,0
2020-05-26,20,10,0,0,0,0,0
2020-05-26,21,11,0,0,0,0,0
2020-05-26,22,10,0,0,0,0,0
2020-05-26,23,9,0,0,0,0,0
2020-05-26,24,10,0,0,0,0,0
2020-05-27,1,9,0,0,0,0,0
2020-05-27,2,11,0,0,0,0,0
2020-05-27,3,11,0,0,0,0,0
2020-05-27,4,10,0,0,0,0,0
2020-05-27,5,10,0,0,0,0,0
2020-05-27,6,10,0,0,0,0,0
2020-05-27,7,9,0,0,0,0,0
2020-05-27,8,12,0,0,0,0,0
2020-05-27,9,11,0,0,0,0,0
2020-05-27,10,14,0,0,0,0,0
2020-05-27,11,14,0,0,0,0,0
2020-05-27,12,14,0,0,0,0,0
2020-05-27,13,8,0,0,0,0,0
2020-05-27,14,15,0,0,0,0,0
2020-05-27,15,16,0,0,0,0,0
2020-05-27,16,15,0,0,0,0,0
2020-05-27,17,16,0,0,0,0,0
2020-05-27,18,12,0,0,0,0,0
2020-05-27,19,11,0,0,0,0,0
2020-05-27,20,12,0,0,0,0,0
2020-05-27,21,13,0,0,0,0,0
2020-05-27,22,14,0,0,0,0,0
2020-05-27,23,11,0,0,0,0,0
2020-05-27,24,11,0,0,0,0,0
2020-05-28,1,8,0,0,0,0,0
2020-05-28,2,8,0,0,0,0,0
2020-05-28,3,8,0,0,0,0,0
2020-05-28,4,8,0,0,0,0,0
2020-05-28,5,8,0,0,0,0,0
2020-05-28,6,8,0,0,0,0,0
2020-05-28,7,9,0,0,0,0,0
2020-05-28,8,11,0,0,0,0,0
2020-05-28,9,12,0,0,0,0,0
2020-05-28,10,12,0,0,0,0,0
2020-05-28,11,12,0,0,2,0,0
2020-05-28,12,12,0,0,0,0,0
2020-05-28,13,9,0,0,0,0,0
2020-05-28,14,12,0,0,0,0,0
2020-05-28,15,12,0,0,0,0,0
2020-05-28,16,11,0,0,0,0,0
2020-05-28,17,12,0,0,0,0,0
2020-05-28,18,11,0,0,0,0,0
2020-05-28,19,11,0,0,0,0,0
2020-05-28,20,11,0,0,0,0,0
2020-05-28,21,11,0,0,0,0,0
2020-05-28,22,11,0,0,0,0,0
2020-05-28,23,11,0,0,0,0,0
2020-05-28,24,11,0,0,0,0,0
2020-05-29,1,10,0,0,0,0,0
2020-05-29,2,10,0,0,0,0,0
2020-05-29,3,10,0,0,0,0,0
2020-05-29,4,9,0,0,0,0,0
2020-05-29,5,10,0,0,0,0,0
2020-05-29,6,10,0,0,0,0,0
2020-05-29,7,10,0,0,0,0,0
2020-05-29,8,12,0,0,0,0,0
2020-05-29,9,13,0,0,0,0,0
2020-05-29,10,14,0,0,0,0,0
2020-05-29,11,14,0,0,0,0,0
2020-05-29,12,14,0,0,0,0,0
2020-05-29,13,8,0,0,0,0,0
2020-05-29,14,12,0,0,0,0,0
2020-05-29,15,14,0,0,0,0,0
2020-05-29,16,14,0,0,0,0,0
2020-05-29,17,15,0,0,0,0,0
2020-05-29,18,13,0,0,0,0,0
2020-05-29,19,12,0,0,0,0,0
2020-05-29,20,12,0,0,0,0,0
2020-05-29,21,12,0,0,0,0,0
2020-05-29,22,12,0,0,0,0,0
2020-05-29,23,12,0,0,0,0,0
2020-05-29,24,12,0,0,0,0,0
2020-05-30,1,0,0,0,0,0,0
2020-05-30,2,0,0,0,0,0,0
2020-05-30,3,0,0,0,0,0,0
2020-05-30,4,0,0,0,0,0,0
2020-05-30,5,0,0,0,0,0,0
2020-05-30,6,0,0,0,0,0,0
2020-05-30,7,0,0,0,0,0,0
2020-05-30,8,0,0,0,0,0,0
2020-05-30,9,0,0,0,0,0,0
2020-05-30,10,0,0,0,0,0,0
2020-05-30,11,0,0,0,0,0,0
2020-05-30,12,0,0,0,0,0,0
2020-05-30,13,0,0,0,0,0,0
2020-05-30,14,0,0,0,0,0,0
2020-05-30,15,0,0,0,0,0,0
2020-05-30,16,0,0,0,0,0,0
2020-05-30,17,0,0,0,0,0,0
2020-05-30,18,0,0,0,0,0,0
2020-05-30,19,0,0,0,0,0,0
2020-05-30,20,0,0,0,0,0,0
2020-05-30,21,0,0,0,0,0,0
2020-05-30,22,0,0,0,0,0,0
2020-05-30,23,0,0,0,0,0,0
2020-05-30,24,0,0,0,0,0,0
2020-05-31,1,0,0,0,0,0,0
2020-05-31,2,0,0,0,0,0,0
2020-05-31,3,0,0,0,0,0,0
2020-05-31,4,0,0,0,0,0,0
2020-05-31,5,0,0,0,0,0,0
2020-05-31,6,0,0,0,0,0,0
2020-05-31,7,0,0,0,0,0,0
2020-05-31,8,0,0,0,0,0,0
2020-05-31,9,0,0,0,0,0,0
2020-05-31,10,0,0,0,0,0,0
2020-05-31,11,0,0,0,0,0,0
2020-05-31,12,0,0,0,0,0,0
2020-05-31,13,0,0,0,0,0,0
2020-05-31,14,0,0,0,0,0,0
2020-05-31,15,0,0,0,0,0,0
2020-05-31,16,0,0,0,0,0,0
2020-05-31,17,0,0,0,0,0,0
2020-05-31,18,0,0,0,0,0,0
2020-05-31,19,0,0,0,0,0,0
2020-05-31,20,0,0,0,0,0,0
2020-05-31,21,0,0,0,0,0,0
2020-05-31,22,0,0,0,0,0,0
2020-05-31,23,0,0,0,0,0,0
2020-05-31,24,0,0,0,0,0,0
2020-06-01,1,8,0,0,0,0,0
2020-06-01,2,8,0,0,0,0,0
2020-06-01,3,7,0,0,0,0,0
2020-06-01,4,7,0,0,0,0,0
2020-06-01,5,7,0,0,0,0,0
2020-06-01,6,7,0,0,0,0,0
2020-06-01,7,9,0,0,0,0,0
2020-06-01,8,9,0,0,0,0,0
2020-06-01,9,12,0,0,0,0,0
2020-06-01,10,16,0,0,2,0,0
2020-06-01,11,15,0,0,0,0,0
2020-06-01,12,15,0,0,2,0,0
2020-06-01,13,9,0,0,0,0,0
2020-06-01,14,15,0,0,0,0,0
2020-06-01,15,15,0,0,0,0,0
2020-06-01,16,15,0,0,0,0,0
2020-06-01,17,13,0,0,2,0,0
2020-06-01,18,12,0,0,0,0,0
2020-06-01,19,12,0,0,0,0,0
2020-06-01,20,12,0,0,0,0,0
2020-06-01,21,12,0,0,0,0,0
2020-06-01,22,12,0,0,0,0,0
2020-06-01,23,12,0,0,0,0,0
2020-06-01,24,10,0,0,0,0,0
2020-06-02,1,8,0,0,0,0,0
2020-06-02,2,8,0,0,0,0,0
2020-06-02,3,7,0,0,0,0,0
2020-06-02,4,7,0,0,0,0,0
2020-06-02,5,7,0,0,0,0,0
2020-06-02,6,8,0,0,0,0,0
2020-06-02,7,9,0,0,0,0,0
2020-06-02,8,10,0,0,0,0,0
2020-06-02,9,12,0,0,0,0,0
2020-06-02,10,15,0,0,0,0,0
2020-06-02,11,15,0,0,0,0,0
2020-06-02,12,14,0,0,0,0,0
2020-06-02,13,8,0,0,0,0,0
2020-06-02,14,14,0,0,0,0,0
2020-06-02,15,14,0,0,0,0,0
2020-06-02,16,12,0,0,0,0,0
2020-06-02,17,12,0,0,0,0,0
2020-06-02,18,13,0,0,0,0,0
2020-06-02,19,10,0,0,0,0,0
2020-06-02,20,10,0,0,0,0,0
2020-06-02,21,9,0,0,0,0,0
2020-06-02,22,8,0,0,0,0,0
2020-06-02,23,8,0,0,0,0,0
2020-06-02,24,7,0,0,0,0,0
2020-06-03,1,10,0,0,0,0,0
2020-06-03,2,10,0,0,0,0,0
2020-06-03,3,10,0,0,0,0,0
2020-06-03,4,9,0,0,0,0,0
2020-06-03,5,9,0,0,0,0,0
2020-06-03,6,10,0,0,0,0,0
2020-06-03,7,11,0,0,0,0,0
2020-06-03,8,10,0,0,0,0,0
2020-06-03,9,12,0,0,0,0,0
2020-06-03,10,16,0,0,0,0,0
2020-06-03,11,16,0,0,0,0,0
2020-06-03,12,16,0,0,0,0,0
2020-06-03,13,8,0,0,0,0,0
2020-06-03,14,15,0,0,0,0,0
2020-06-03,15,14,0,0,0,0,0
2020-06-03,16,13,0,0,0,0,0
2020-06-03,17,13,0,0,0,0,0
2020-06-03,18,14,0,0,0,0,0
2020-06-03,19,14,0,0,0,0,0
2020-06-03,20,14,0,0,0,0,0
2020-06-03,21,12,0,0,0,0,0
2020-06-03,22,10,0,0,0,0,0
2020-06-03,23,10,0,0,0,0,0
2020-06-03,24,8,0,0,0,0,0
2020-06-04,1,8,0,0,0,0,0
2020-06-04,2,7,0,0,0,0,0
2020-06-04,3,8,0,0,0,0,0
2020-06-04,4,8,0,0,0,0,0
2020-06-04,5,8,0,0,0,0,0
2020-06-04,6,9,0,0,0,0,0
2020-06-04,7,7,0,0,0,0,0
2020-06-04,8,12,0,0,0,0,0
2020-06-04,9,13,0,0,0,0,0
2020-06-04,10,15,0,0,0,0,0
2020-06-04,11,16,0,0,0,0,0
2020-06-04,12,16,0,0,0,0,0
2020-06-04,13,10,0,0,0,0,0
2020-06-04,14,16,0,0,0,0,0
2020-06-04,15,16,0,0,0,0,0
2020-06-04,16,16,0,0,0,0,0
2020-06-04,17,16,0,0,0,0,0
2020-06-04,18,14,0,0,1,0,0
2020-06-04,19,14,0,0,0,0,0
2020-06-04,20,13,0,0,0,0,0
2020-06-04,21,13,0,0,0,0,0
2020-06-04,22,12,0,0,0,0,0
2020-06-04,23,12,0,0,0,0,0
2020-06-04,24,11,0,0,0,0,0
2020-06-05,1,9,0,0,0,0,0
2020-06-05,2,9,0,0,0,0,0
2020-06-05,3,9,0,0,0,0,0
2020-06-05,4,9,0,0,0,0,0
2020-06-05,5,9,0,0,0,0,0
2020-06-05,6,9,0,0,0,0,0
2020-06-05,7,8,0,0,0,0,0
2020-06-05,8,13,0,0,0,0,0
2020-06-05,9,13,0,0,0,0,0
2020-06-05,10,20,0,0,20,0,0
2020-06-05,11,21,0,0,21,0,0
2020-06-05,12,21,0,0,0,0,0
2020-06-05,13,13,0,0,0,0,0
2020-06-05,14,21,0,0,0,0,0
2020-06-05,15,21,0,0,0,0,0
2020-06-05,16,20,0,0,0,0,0
2020-06-05,17,20,0,0,2,0,0
2020-06-05,18,19,0,0,4,0,0
2020-06-05,19,19,0,0,0,0,0
2020-06-05,20,17,0,0,0,0,0
2020-06-05,21,16,0,0,0,0,0
2020-06-05,22,14,0,0,0,0,0
2020-06-05,23,14,0,0,0,0,0
2020-06-05,24,12,0,0,0,0,0
2020-06-06,1,0,0,0,0,0,0
2020-06-06,2,0,0,0,0,0,0
2020-06-06,3,0,0,0,0,0,0
2020-06-06,4,0,0,0,0,0,0
2020-06-06,5,0,0,0,0,0,0
2020-06-06,6,0,0,0,0,0,0
2020-06-06,7,0,0,0,0,0,0
2020-06-06,8,0,0,0,0,0,0
2020-06-06,9,0,0,0,0,0,0
2020-06-06,10,0,0,0,0,0,0
2020-06-06,11,0,0,0,0,0,0
2020-06-06,12,0,0,0,0,0,0
2020-06-06,13,0,0,0,0,0,0
2020-06-06,14,0,0,0,0,0,0
2020-06-06,15,0,0,0,0,0,0
2020-06-06,16,0,0,0,0,0,0
2020-06-06,17,0,0,0,0,0,0
2020-06-06,18,0,0,0,0,0,0
2020-06-06,19,0,0,0,0,0,0
2020-06-06,20,0,0,0,0,0,0
2020-06-06,21,0,0,0,0,0,0
2020-06-06,22,0,0,0,0,0,0
2020-06-06,23,0,0,0,0,0,0
2020-06-06,24,0,0,0,0,0,0
2020-06-07,1,0,0,0,0,0,0
2020-06-07,2,0,0,0,0,0,0
2020-06-07,3,0,0,0,0,0,0
2020-06-07,4,0,0,0,0,0,0
2020-06-07,5,0,0,0,0,0,0
2020-06-07,6,0,0,0,0,0,0
2020-06-07,7,0,0,0,0,0,0
2020-06-07,8,0,0,0,0,0,0
2020-06-07,9,0,0,0,0,0,0
2020-06-07,10,0,0,0,0,0,0
2020-06-07,11,0,0,0,0,0,0
2020-06-07,12,0,0,0,0,0,0
2020-06-07,13,0,0,0,0,0,0
2020-06-07,14,0,0,0,0,0,0
2020-06-07,15,0,0,0,0,0,0
2020-06-07,16,0,0,0,0,0,0
2020-06-07,17,0,0,0,0,0,0
2020-06-07,18,0,0,0,0,0,0
2020-06-07,19,0,0,0,0,0,0
2020-06-07,20,0,0,0,0,0,0
2020-06-07,21,0,0,0,0,0,0
2020-06-07,22,0,0,0,0,0,0
2020-06-07,23,0,0,0,0,0,0
2020-06-07,24,0,0,0,0,0,0
2020-06-08,1,9,0,0,0,0,0
2020-06-08,2,9,0,0,0,0,0
2020-06-08,3,9,0,0,0,0,0
2020-06-08,4,7,0,0,0,0,0
2020-06-08,5,8,0,0,0,0,0
2020-06-08,6,9,0,0,0,0,0
2020-06-08,7,8,0,0,0,0,0
2020-06-08,8,11,0,0,0,0,0
2020-06-08,9,13,0,0,0,0,0
2020-06-08,10,16,0,0,1,0,0
2020-06-08,11,17,0,0,1,0,0
2020-06-08,12,18,0,0,0,0,0
2020-06-08,13,7,0,0,0,0,0
2020-06-08,14,18,0,0,0,0,0
2020-06-08,15,18,0,0,1,0,0
2020-06-08,16,18,0,0,0,0,0
2020-06-08,17,18,0,0,0,0,0
2020-06-08,18,15,0,0,1,0,0
2020-06-08,19,14,0,0,1,0,0
2020-06-08,20,13,0,0,1,0,0
2020-06-08,21,12,0,0,0,0,0
2020-06-08,22,11,0,0,0,0,0
2020-06-08,23,9,0,0,0,0,0
2020-06-08,24,9,0,0,0,0,0
2020-06-09,1,5,0,0,0,0,0
2020-06-09,2,5,0,0,0,0,0
2020-06-09,3,5,0,0,0,0,0
2020-06-09,4,5,0,0,0,0,0
2020-06-09,5,5,0,0,0,0,0
2020-06-09,6,6,0,0,0,0,0
2020-06-09,7,5,0,0,0,0,0
2020-06-09,8,7,0,0,0,0,0
2020-06-09,9,6,0,0,0,0,0
2020-06-09,10,12,0,0,1,0,0
2020-06-09,11,13,0,0,4,0,0
2020-06-09,12,14,0,0,0,0,0
2020-06-09,13,9,0,0,0,0,0
2020-06-09,14,14,0,0,0,0,0
2020-06-09,15,14,0,0,0,0,0
2020-06-09,16,14,0,0,0,0,0
2020-06-09,17,14,0,0,14,0,0
2020-06-09,18,13,0,0,0,0,0
2020-06-09,19,10,0,0,0,0,0
2020-06-09,20,9,0,0,0,0,0
2020-06-09,21,8,0,0,0,0,0
2020-06-09,22,7,0,0,0,0,0
2020-06-09,23,6,0,0,0,0,0
2020-06-09,24,4,0,0,0,0,0
2020-06-10,1,6,0,0,0,0,0
2020-06-10,2,6,0,0,0,0,0
2020-06-10,3,6,0,0,0,0,0
2020-06-10,4,6,0,0,0,0,0
2020-06-10,5,6,0,0,0,0,0
2020-06-10,6,6,0,0,0,0,0
2020-06-10,7,7,0,0,0,0,0
2020-06-10,8,9,0,0,0,0,0
2020-06-10,9,10,0,0,0,0,0
2020-06-10,10,17,0,0,0,0,0
2020-06-10,11,17,0,0,15,0,0
2020-06-10,12,17,0,0,0,0,0
2020-06-10,13,7,0,0,0,0,0
2020-06-10,14,17,0,0,0,0,0
2020-06-10,15,17,0,0,0,0,0
2020-06-10,16,15,0,0,0,0,0
2020-06-10,17,15,0,0,12,0,0
2020-06-10,18,15,0,0,0,0,0
2020-06-10,19,12,0,0,0,0,0
2020-06-10,20,11,0,0,0,0,0
2020-06-10,21,9,0,0,0,0,0
2020-06-10,22,9,0,0,0,0,0
2020-06-10,23,8,0,0,0,0,0
2020-06-10,24,7,0,0,0,0,0
2020-06-11,1,6,0,0,0,0,0
2020-06-11,2,7,0,0,0,0,0
2020-06-11,3,7,0,0,0,0,0
2020-06-11,4,6,0,0,0,0,0
2020-06-11,5,7,0,0,0,0,0
2020-06-11,6,7,0,0,0,0,0
2020-06-11,7,7,0,0,0,0,0
2020-06-11,8,10,0,0,0,0,0
2020-06-11,9,10,0,0,0,0,0
2020-06-11,10,16,0,0,0,0,0
2020-06-11,11,15,0,0,15,0,0
2020-06-11,12,14,0,0,10,0,0
2020-06-11,13,9,0,0,0,0,0
2020-06-11,14,14,0,0,2,0,0
2020-06-11,15,16,0,0,1,0,0
2020-06-11,16,16,0,0,2,0,0
2020-06-11,17,15,0,0,15,0,0
2020-06-11,18,13,0,0,8,0,0
2020-06-11,19,12,0,0,0,0,0
2020-06-11,20,11,0,0,0,0,0
2020-06-11,21,11,0,0,0,0,0
2020-06-11,22,11,0,0,0,0,0
2020-06-11,23,10,0,0,0,0,0
2020-06-11,24,7,0,0,0,0,0
2020-06-12,1,9,0,0,0,0,0
2020-06-12,2,11,0,0,0,0,0
2020-06-12,3,11,0,0,0,0,0
2020-06-12,4,8,0,0,0,0,0
2020-06-12,5,11,0,0,0,0,0
2020-06-12,6,10,0,0,0,0,0
2020-06-12,7,10,0,0,0,0,0
2020-06-12,8,10,0,0,0,0,0
2020-06-12,9,12,0,0,0,0,0
2020-06-12,10,18,0,0,0,0,0
2020-06-12,11,19,0,0,0,0,0
2020-06-12,12,16,0,0,0,0,0
2020-06-12,13,8,0,0,0,0,0
2020-06-12,14,18,0,0,0,0,0
2020-06-12,15,19,0,0,0,0,0
2020-06-12,16,20,0,0,0,0,0
2020-06-12,17,19,0,0,19,0,0
2020-06-12,18,16,0,0,0,0,0
2020-06-12,19,14,0,0,0,0,0
2020-06-12,20,13,0,0,0,0,0
2020-06-12,21,12,0,0,0,0,0
2020-06-12,22,11,0,0,0,0,0
2020-06-12,23,10,0,0,0,0,0
2020-06-12,24,10,0,0,0,0,0
2020-06-13,1,0,0,0,0,0,0
2020-06-13,2,0,0,0,0,0,0
2020-06-13,3,0,0,0,0,0,0
2020-06-13,4,0,0,0,0,0,0
2020-06-13,5,0,0,0,0,0,0
2020-06-13,6,0,0,0,0,0,0
2020-06-13,7,0,0,0,0,0,0
2020-06-13,8,0,0,0,0,0,0
2020-06-13,9,0,0,0,0,0,0
2020-06-13,10,0,0,0,0,0,0
2020-06-13,11,0,0,0,0,0,0
2020-06-13,12,0,0,0,0,0,0
2020-06-13,13,0,0,0,0,0,0
2020-06-13,14,0,0,0,0,0,0
2020-06-13,15,0,0,0,0,0,0
2020-06-13,16,0,0,0,0,0,0
2020-06-13,17,0,0,0,0,0,0
2020-06-13,18,0,0,0,0,0,0
2020-06-13,19,0,0,0,0,0,0
2020-06-13,20,0,0,0,0,0,0
2020-06-13,21,0,0,0,0,0,0
2020-06-13,22,0,0,0,0,0,0
2020-06-13,23,0,0,0,0,0,0
2020-06-13,24,0,0,0,0,0,0
2020-06-14,1,0,0,0,0,0,0
2020-06-14,2,0,0,0,0,0,0
2020-06-14,3,0,0,0,0,0,0
2020-06-14,4,0,0,0,0,0,0
2020-06-14,5,0,0,0,0,0,0
2020-06-14,6,0,0,0,0,0,0
2020-06-14,7,0,0,0,0,0,0
2020-06-14,8,0,0,0,0,0,0
2020-06-14,9,0,0,0,0,0,0
2020-06-14,10,0,0,0,0,0,0
2020-06-14,11,0,0,0,0,0,0
2020-06-14,12,0,0,0,0,0,0
2020-06-14,13,0,0,0,0,0,0
2020-06-14,14,0,0,0,0,0,0
2020-06-14,15,0,0,0,0,0,0
2020-06-14,16,0,0,0,0,0,0
2020-06-14,17,0,0,0,0,0,0
2020-06-14,18,0,0,0,0,0,0
2020-06-14,19,0,0,0,0,0,0
2020-06-14,20,0,0,0,0,0,0
2020-06-14,21,0,0,0,0,0,0
2020-06-14,22,0,0,0,0,0,0
2020-06-14,23,0,0,0,0,0,0
2020-06-14,24,0,0,0,0,0,0
2020-06-15,1,7,0,0,0,0,0
2020-06-15,2,7,0,0,0,0,0
2020-06-15,3,7,0,0,0,0,0
2020-06-15,4,5,0,0,0,0,0
2020-06-15,5,7,0,0,0,0,0
2020-06-15,6,7,0,0,0,0,0
2020-06-15,7,6,0,0,0,0,0
2020-06-15,8,8,0,0,0,0,0
2020-06-15,9,10,0,0,0,0,0
2020-06-15,10,12,0,0,0,0,0
2020-06-15,11,11,0,0,0,0,0
2020-06-15,12,11,0,0,0,0,0
2020-06-15,13,5,0,0,0,0,0
2020-06-15,14,12,0,0,0,0,0
2020-06-15,15,12,0,0,0,0,0
2020-06-15,16,12,0,0,0,0,0
2020-06-15,17,12,0,0,12,0,0
2020-06-15,18,12,0,0,0,0,0
2020-06-15,19,9,0,0,0,0,0
2020-06-15,20,10,0,0,0,0,0
2020-06-15,21,8,0,0,0,0,0
2020-06-15,22,8,0,0,0,0,0
2020-06-15,23,5,0,0,0,0,0
2020-06-15,24,5,0,0,0,0,0
2020-06-16,1,5,0,0,0,0,0
2020-06-16,2,4,0,0,0,0,0
2020-06-16,3,4,0,0,0,0,0
2020-06-16,4,2,0,0,0,0,0
2020-06-16,5,4,0,0,0,0,0
2020-06-16,6,5,0,0,0,0,0
2020-06-16,7,5,0,0,0,0,0
2020-06-16,8,7,0,0,0,0,0
2020-06-16,9,7,0,0,0,0,0
2020-06-16,10,11,0,0,0,0,0
2020-06-16,11,12,0,0,0,0,0
2020-06-16,12,12,0,0,3,0,0
2020-06-16,13,6,0,0,0,0,0
2020-06-16,14,11,0,0,0,0,0
2020-06-16,15,12,0,0,0,0,0
2020-06-16,16,12,0,0,0,0,0
2020-06-16,17,12,0,0,9,0,0
2020-06-16,18,11,0,0,0,0,0
2020-06-16,19,9,0,0,0,0,0
2020-06-16,20,10,0,0,0,0,0
2020-06-16,21,10,0,0,0,0,0
2020-06-16,22,10,0,0,0,0,0
2020-06-16,23,9,0,0,0,0,0
2020-06-16,24,6,0,0,0,0,0
2020-06-17,1,6,0,0,0,0,0
2020-06-17,2,5,0,0,0,0,0
2020-06-17,3,5,0,0,0,0,0
2020-06-17,4,5,0,0,0,0,0
2020-06-17,5,6,0,0,0,0,0
2020-06-17,6,7,0,0,0,0,0
2020-06-17,7,6,0,0,0,0,0
2020-06-17,8,8,0,0,0,0,0
2020-06-17,9,7,0,0,0,0,0
2020-06-17,10,9,0,0,1,0,0
2020-06-17,11,11,0,0,0,0,0
2020-06-17,12,9,0,0,0,0,0
2020-06-17,13,6,0,0,0,0,0
2020-06-17,14,9,0,0,0,0,0
2020-06-17,15,9,0,0,0,0,0
2020-06-17,16,9,0,0,0,0,0
2020-06-17,17,12,0,0,7,0,0
2020-06-17,18,11,0,0,0,0,0
2020-06-17,19,8,0,0,0,0,0
2020-06-17,20,7,0,0,0,0,0
2020-06-17,21,6,0,0,0,0,0
2020-06-17,22,7,0,0,0,0,0
2020-06-17,23,6,0,0,0,0,0
2020-06-17,24,6,0,0,1,0,0
2020-06-18,1,10,0,0,0,0,0
2020-06-18,2,9,0,0,0,0,0
2020-06-18,3,10,0,0,0,0,0
