col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028,col_029,col_030,col_031,col_032,col_033,col_034,col_035,col_036,col_037,col_038,col_039,col_040,col_041,col_042,col_043,col_044,col_045,col_046,col_047,col_048,col_049,col_050,col_051,col_052,col_053,col_054,col_055,col_056,col_057,col_058,col_059,col_060,col_061,col_062,col_063,col_064,col_065,col_066,col_067,col_068,col_069,col_070,col_071,col_072,col_073,col_074,col_075,col_076,col_077,col_078,col_079,col_080,col_081,col_082,col_083,col_084,col_085,col_086,col_087,col_088,col_089,col_090,col_091,col_092,col_093,col_094,col_095,col_096,col_097,col_098,col_099,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_133,col_134,col_135,col_136,col_137,col_138,col_139,col_140,col_141,col_142,col_143,col_144,col_145,col_146,col_147,col_148,col_149,col_150,col_151,col_152,col_153,col_154,col_155,col_156,col_157,col_158,col_159,col_160,col_161,col_162,col_163,col_164,col_165,col_166,col_167,col_168,col_169,col_170,col_171,col_172,col_173,col_174,col_175,col_176,col_177,col_178,col_179,col_180,col_181,col_182,col_183,col_184,col_185,col_186,col_187,col_188,col_189,col_190,col_191,col_192,col_193,col_194,col_195,col_196,col_197,col_198,col_199,col_200,col_201,col_202,col_203,col_204,col_205,col_206,col_207,col_208,col_209,col_210,col_211,col_212,col_213,col_214,col_215,col_216,col_217,col_218,col_219,col_220,col_221,col_222,col_223,col_224,col_225,col_226,col_227,col_228,col_229,col_230,col_231,col_232,col_233,col_234,col_235,col_236,col_237,col_238,col_239,col_240,col_241,col_242,col_243,col_244,col_245,col_246,col_247,col_248,col_249,col_250,col_251,col_252,col_253,col_254,col_255,col_256,col_257,col_258,col_259,col_260,col_261,col_262,col_263,col_264,col_265,col_266,col_267,col_268,col_269,col_270,col_271,col_272,col_273,col_274,col_275,col_276,col_277,col_278,col_279,col_280,col_281,col_282,col_283,col_284,col_285,col_286,col_287,col_288,col_289,col_290,col_291,col_292,col_293,col_294,col_295,col_296,col_297,col_298,col_299,col_300,col_301,col_302,col_303,col_304,col_305,col_306,col_307,col_308,col_309,col_310,col_311,col_312,col_313,col_314,col_315,col_316,col_317,col_318,col_319,col_320,col_321,col_322,col_323,col_324
,,매립가스,LFG,0,0,0,0,229,0,0,45,193,,,매립가스,LFG,0,16311,0,282,0,0,0,544,17605,,,,매립가스,LFG,0,0,0,0,225,0,0,44,203,,,매립가스,LFG,0,15386,0,253,0,0,0,454,16566,,,,매립가스,LFG,0,0,0,0,270,0,0,52,200,,,매립가스,LFG,0,15119,0,266,0,0,0,575,16482,,,,매립가스,LFG,0,0,0,0,278,0,0,44,163,,,매립가스,LFG,0,3434,0,237,0,0,0,783,4938,,,,매립가스,LFG,0,0,0,0,291,0,0,39,158,,,매립가스,LFG,0,18187,0,272,0,0,0,608,19555,,,,매립가스,LFG,0,0,0,0,283,0,0,36,135,,,매립가스,LFG,0,18042,0,258,0,0,0,601,19356,,,,매립가스,LFG,0,0,0,0,177,0,0,41,138,,,매립가스,LFG,0,15385,0,263,0,0,0,616,16621,,,,매립가스,LFG,0,0,0,0,46,0,0,44,146,,,매립가스,LFG,0,19203,0,247,0,0,0,528,20214,,,,매립가스,LFG,0,0,0,0,284,0,0,44,115,,,매립가스,LFG,0,16254,0,214,0,0,0,482,17393,,,,매립가스,LFG,0,0,0,0,293,0,0,38,108,,,매립가스,LFG,0,14331,0,268,0,0,0,477,15515,,,,매립가스,LFG,0,0,0,0,272,0,0,44,100,,,매립가스,LFG,0,17751,0,228,0,0,0,440,18835,,,,매립가스,LFG,0,0,0,0,285,0,0,37,118,,,매립가스,LFG,0,19180,0,263,0,0,0,374,20257,
,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,131840,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,131840,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,97257,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,97257,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,90700,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,90700,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,112795,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,112795,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,134459,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,134459,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,99918,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,99918,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,108405,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,108405,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,152418,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,152418,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,139242,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,139242,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,107825,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,107825,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,136305,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,136305,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,151978,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,151978,
,,바이오매스,Biomass,19490,97683,5477,0,0,73962,185473,0,0,,,바이오매스,Biomass,0,1859,0,0,0,1668,0,0,385612,,,,바이오매스,Biomass,15503,113029,4888,0,0,82622,209451,0,11,,,바이오매스,Biomass,0,1717,0,0,0,1594,0,0,428815,,,,바이오매스,Biomass,24229,130480,5313,0,0,109855,232042,0,284,,,바이오매스,Biomass,0,2140,0,0,0,2006,0,0,506348,,,,바이오매스,Biomass,25771,73995,4284,0,0,266681,116953,0,858,,,바이오매스,Biomass,0,2110,0,0,0,1275,0,0,491927,,,,바이오매스,Biomass,22265,74557,3102,0,0,294402,217784,0,1077,,,바이오매스,Biomass,0,2239,0,0,0,2116,0,0,617543,,,,바이오매스,Biomass,9858,100505,3499,0,0,135125,225382,0,1033,,,바이오매스,Biomass,0,2323,0,0,0,1126,0,0,478851,,,,바이오매스,Biomass,26214,129148,2868,0,0,199656,204078,0,1070,,,바이오매스,Biomass,0,2129,0,0,0,1420,0,0,566584,,,,바이오매스,Biomass,20984,169391,4049,0,0,288127,208230,0,674,,,바이오매스,Biomass,0,2523,0,0,0,966,0,0,694944,,,,바이오매스,Biomass,21288,91988,3194,0,0,265011,242097,0,732,,,바이오매스,Biomass,0,2951,0,0,0,420,0,0,627681,,,,바이오매스,Biomass,17159,201560,5617,0,0,287125,204820,0,1129,,,바이오매스,Biomass,0,3355,0,0,0,0,0,0,720763,,,,바이오매스,Biomass,23987,157833,5488,0,0,295190,200850,0,720,,,바이오매스,Biomass,0,4409,0,0,0,0,0,0,688476,,,,바이오매스,Biomass,18917,188222,5462,0,0,270653,235795,0,950,,,바이오매스,Biomass,0,2011,0,0,0,0,0,0,722011,
,,합계,Total,240800,325194,68535,174534,265441,168178,479515,80037,228353,,,합계,Total,35485,158937,5874,6182,5742,7342,22097,36411,2308657,,,,합계,Total,222639,367514,75586,203844,296582,187354,487161,78196,193329,,,합계,Total,32526,149536,5963,6740,6360,7177,20820,34891,2376219,,,,합계,Total,256222,361794,80502,172370,302266,228269,553509,77929,180818,,,합계,Total,35035,158873,5971,7319,7954,8090,22417,37599,2496937,,,,합계,Total,271534,342082,85714,192288,333615,424007,397919,93139,187728,,,합계,Total,33647,143326,6631,10118,9228,8097,22789,38570,2600431,,,,합계,Total,276753,364781,92491,204497,362840,488627,396566,108277,207058,,,합계,Total,32208,165097,7292,13647,10447,9926,24656,41373,2806536,,,,합계,Total,247731,352028,85053,173047,296445,288835,449659,91926,174555,,,합계,Total,31078,116741,6379,10278,8370,7379,22661,36521,2398687,,,,합계,Total,333607,393195,79051,119217,301362,346953,534286,115981,178171,,,합계,Total,30023,122826,6525,11310,7461,7987,22605,37734,2648295,,,,합계,Total,318885,562777,79841,139702,280199,430722,525377,315265,225416,,,합계,Total,29338,130403,6232,15074,6313,6659,22041,36964,3131207,,,,합계,Total,311219,412796,82798,148126,282662,405691,511257,186777,217092,,,합계,Total,28596,124617,6353,15765,7594,6352,20714,34626,2803034,,,,합계,Total,286136,414352,88804,149712,359720,433868,421423,89845,204431,,,합계,Total,28673,131080,5985,16702,8501,6114,21888,37468,2704702,,,,합계,Total,253756,390819,75770,141348,268577,407436,313848,86409,215423,,,합계,Total,27059,132765,6031,14520,7318,5305,20944,35258,2402586,,,,합계,Total,251018,466143,84242,204936,239960,364984,465673,75616,246315,,,합계,Total,27603,152729,6007,17178,7044,4862,22226,36575,2673111,
"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,18965,3279,266,351,3761,0,4969,2266,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,4869,19462,710,0,58,546,2746,4263,66511,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,22174,3798,305,405,4364,0,5940,2623,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,5578,23111,895,0,118,625,3163,4918,78016,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,24300,4091,332,426,4808,543,8480,2879,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,5879,24911,886,0,131,680,3488,5364,87197,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,25082,4384,323,438,4724,2152,8513,2910,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,5720,25097,955,206,132,672,3533,5438,90279,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,17969,3407,228,305,3414,1514,6086,2070,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,3730,18025,703,457,91,503,2550,3844,64895,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,15458,3026,205,274,3010,1348,5374,1834,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,3496,10971,630,314,84,425,2317,3426,52191,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,18907,3458,243,252,3576,1622,6355,2200,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,3882,14169,765,551,100,526,2729,4086,63421,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,24301,4697,313,319,4594,2097,8225,2833,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,4990,18902,961,1561,128,622,3480,5289,83312,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,29046,5455,355,355,5294,2418,9632,3305,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,5655,21660,1114,1944,146,699,3970,5864,96910,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,32155,6151,605,389,5957,2722,10620,4255,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,6116,25151,1131,2154,165,789,4459,6749,109569,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,29884,5475,671,358,5340,2533,9746,6461,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,5554,24130,1189,2088,153,754,4195,6316,104848,,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,21760,3237,461,233,3799,1746,6159,4733,0,"전력거래정산금
(PPA제외)
(백만원)","Payment in Power Market
(Except for PPA)
(One Million Won)",연료전지,Fuel Cell,3819,19431,826,2138,104,554,2993,4324,76316,
,,IGCC,IGCC,0,0,0,0,0,0,28555,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,28555,,,,IGCC,IGCC,0,0,0,0,0,0,32049,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,32049,,,,IGCC,IGCC,0,0,0,0,0,0,36606,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,36606,,,,IGCC,IGCC,0,0,0,0,0,0,25225,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,25225,,,,IGCC,IGCC,0,0,0,0,0,0,806,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,806,,,,IGCC,IGCC,0,0,0,0,0,0,12215,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,12215,,,,IGCC,IGCC,0,0,0,0,0,0,30595,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,30595,,,,IGCC,IGCC,0,0,0,0,0,0,40859,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,40859,,,,IGCC,IGCC,0,0,0,0,0,0,39327,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,39327,,,,IGCC,IGCC,0,0,0,0,0,0,19255,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,19255,,,,IGCC,IGCC,0,0,0,0,0,0,0,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,0,,,,IGCC,IGCC,0,0,0,0,0,0,24882,0,0,,,IGCC,IGCC,0,0,0,0,0,0,0,0,24882,
,,태양광,Photovoltaic,3364,6530,5502,8825,26096,8679,10008,3508,4332,,,태양광,Photovoltaic,192,600,171,732,633,303,544,1106,81125,,,,태양광,Photovoltaic,5389,10731,8302,13495,38971,13333,15192,5447,5724,,,태양광,Photovoltaic,289,909,254,1100,939,451,816,1648,122990,,,,태양광,Photovoltaic,5665,11101,8738,13222,42112,15772,15786,5743,6984,,,태양광,Photovoltaic,320,934,264,1245,1013,491,811,1658,131858,,,,태양광,Photovoltaic,7882,15331,10530,17234,53954,22396,21556,8125,8816,,,태양광,Photovoltaic,449,1273,363,1623,1242,679,1004,2002,174458,,,,태양광,Photovoltaic,6198,11762,8552,14061,42020,17813,17291,6629,7991,,,태양광,Photovoltaic,352,1012,301,1294,1061,571,848,1722,139478,,,,태양광,Photovoltaic,3782,7623,5912,9977,29224,12413,10986,4490,5739,,,태양광,Photovoltaic,202,582,187,915,775,380,582,1137,94906,,,,태양광,Photovoltaic,5125,9338,7086,10910,36896,14439,14400,5370,8703,,,태양광,Photovoltaic,270,822,214,1068,854,468,656,1462,118080,,,,태양광,Photovoltaic,5423,9902,8321,12222,44149,16744,15073,5752,12405,,,태양광,Photovoltaic,298,934,249,1271,919,501,797,1759,136719,,,,태양광,Photovoltaic,8047,15002,10270,16366,52649,22396,21080,8841,7603,,,태양광,Photovoltaic,438,1279,362,1594,1214,699,818,1951,170609,,,,태양광,Photovoltaic,8161,14303,13599,19096,72398,26616,24336,8895,10838,,,태양광,Photovoltaic,448,1356,382,1946,1540,782,1055,2494,208246,,,,태양광,Photovoltaic,5700,11483,9808,14739,49054,17796,17110,6310,8009,,,태양광,Photovoltaic,337,936,261,1318,1125,534,819,1966,147304,,,,태양광,Photovoltaic,2830,5367,6223,8308,23705,7568,7376,2327,4735,,,태양광,Photovoltaic,203,536,130,506,722,219,517,1373,72645,
,,풍력,Wind,69,13284,895,14594,9518,2451,13,0,14080,,,풍력,Wind,0,670,0,0,0,0,15,0,55589,,,,풍력,Wind,116,22012,1823,22065,13693,3481,45,0,15404,,,풍력,Wind,0,1159,0,0,0,0,21,0,79817,,,,풍력,Wind,79,16052,1496,15731,10403,2960,37,0,12089,,,풍력,Wind,0,826,0,0,0,0,6,0,59679,,,,풍력,Wind,77,18473,1413,16268,6644,2157,34,0,7554,,,풍력,Wind,0,660,0,0,0,0,0,0,53282,,,,풍력,Wind,59,13170,1134,9916,3964,1376,42,0,6597,,,풍력,Wind,0,534,0,0,0,0,0,0,36793,,,,풍력,Wind,54,9261,1578,8468,5599,1751,9,0,7655,,,풍력,Wind,0,405,0,0,0,0,0,0,34780,,,,풍력,Wind,26,4029,1117,3570,5369,1316,20,0,7179,,,풍력,Wind,0,204,0,0,0,0,0,0,22831,,,,풍력,Wind,57,14193,2329,10892,7739,2965,50,0,9956,,,풍력,Wind,0,427,0,0,0,0,0,0,48608,,,,풍력,Wind,97,12435,3458,12991,9565,2490,55,0,10826,,,풍력,Wind,0,527,0,0,0,0,0,0,52444,,,,풍력,Wind,92,11171,3578,14594,15202,3718,38,0,13366,,,풍력,Wind,0,795,0,0,0,0,0,0,62554,,,,풍력,Wind,40,17229,2393,15055,11450,2801,17,0,10931,,,풍력,Wind,0,555,0,0,0,0,0,0,60471,,,,풍력,Wind,53,21124,3308,22050,10189,2631,23,0,15977,,,풍력,Wind,0,405,0,0,0,0,0,0,75760,
,,수력,Hydro,5776,10385,3093,2766,917,1744,644,7852,44,,,수력,Hydro,0,490,0,135,152,0,21,0,34018,,,,수력,Hydro,6144,11010,3379,3190,927,1848,829,8385,46,,,수력,Hydro,0,404,0,141,114,0,9,0,36427,,,,수력,Hydro,9661,12722,3935,3800,1048,2101,784,6755,53,,,수력,Hydro,0,346,0,116,256,0,0,0,41577,,,,수력,Hydro,8723,12736,3754,4225,1001,2562,585,7912,54,,,수력,Hydro,0,408,0,108,299,0,0,0,42366,,,,수력,Hydro,5810,9741,2305,3925,744,4829,363,6679,57,,,수력,Hydro,0,302,0,78,173,0,0,0,35009,,,,수력,Hydro,8926,11246,2886,3766,687,3989,399,6123,46,,,수력,Hydro,0,240,0,62,173,0,0,0,38543,,,,수력,Hydro,19050,23739,3431,3750,730,4086,785,12329,49,,,수력,Hydro,0,336,0,65,184,0,0,0,68536,,,,수력,Hydro,23090,49584,4236,4262,858,5231,1204,60304,79,,,수력,Hydro,0,519,0,95,188,0,0,0,149650,,,,수력,Hydro,21436,42811,4665,5595,884,4857,1177,32954,53,,,수력,Hydro,0,540,0,115,347,0,0,0,115434,,,,수력,Hydro,18353,23087,3795,4563,973,2898,1250,10952,54,,,수력,Hydro,0,622,0,113,384,0,1,0,67044,,,,수력,Hydro,12027,20277,4376,4179,867,2662,894,9295,52,,,수력,Hydro,0,616,0,67,353,0,19,0,55684,,,,수력,Hydro,7385,14111,2638,2247,601,1846,711,5999,54,,,수력,Hydro,0,450,0,47,186,0,27,0,36302,
,,해양에너지,Marine,5816,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,5816,,,,해양에너지,Marine,6642,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,6642,,,,해양에너지,Marine,5266,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,5266,,,,해양에너지,Marine,7598,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,7598,,,,해양에너지,Marine,5255,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,5255,,,,해양에너지,Marine,2849,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,2849,,,,해양에너지,Marine,5190,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,5190,,,,해양에너지,Marine,7184,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,7184,,,,해양에너지,Marine,8839,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,8839,,,,해양에너지,Marine,9679,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,9679,,,,해양에너지,Marine,8209,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,8209,,,,해양에너지,Marine,5799,0,0,0,0,0,0,0,0,,,해양에너지,Marine,0,0,0,0,0,0,0,0,5799,
,,바이오가스,Biogas,211,2710,67,70,14,1386,82,91,50,,,바이오가스,Biogas,303,52,0,0,4,0,0,26,5068,,,,바이오가스,Biogas,202,3032,85,75,13,1611,81,101,52,,,바이오가스,Biogas,412,22,0,0,53,0,0,56,5796,,,,바이오가스,Biogas,167,1055,99,72,24,1530,83,109,65,,,바이오가스,Biogas,522,158,0,0,134,0,0,90,4110,,,,바이오가스,Biogas,296,3020,106,102,24,1810,125,103,68,,,바이오가스,Biogas,565,170,0,0,144,0,0,75,6608,,,,바이오가스,Biogas,233,2528,76,79,16,1280,64,78,74,,,바이오가스,Biogas,373,145,0,0,106,0,0,50,5102,,,,바이오가스,Biogas,171,2248,60,72,16,499,59,62,56,,,바이오가스,Biogas,274,112,0,0,45,0,0,33,3710,,,,바이오가스,Biogas,207,2602,56,82,19,1282,47,70,51,,,바이오가스,Biogas,322,180,0,0,0,0,0,23,4942,,,,바이오가스,Biogas,189,3410,99,67,26,1790,44,68,61,,,바이오가스,Biogas,369,163,0,0,26,0,0,52,6363,,,,바이오가스,Biogas,237,267,131,111,28,1602,23,70,48,,,바이오가스,Biogas,478,219,0,0,107,0,0,113,3434,,,,바이오가스,Biogas,194,992,159,123,30,2373,33,88,51,,,바이오가스,Biogas,586,340,0,0,122,0,0,110,5201,,,,바이오가스,Biogas,205,4170,178,126,15,1835,41,106,43,,,바이오가스,Biogas,582,210,0,0,159,0,0,105,7774,,,,바이오가스,Biogas,136,2874,115,82,16,1464,5,78,39,,,바이오가스,Biogas,370,89,0,0,109,0,0,65,5442,
,,매립가스,LFG,0,0,0,0,34,0,0,7,39,,,매립가스,LFG,0,2470,0,43,0,0,0,83,2676,,,,매립가스,LFG,0,0,0,0,43,0,0,9,46,,,매립가스,LFG,0,2955,0,49,0,0,0,89,3191,,,,매립가스,LFG,0,0,0,0,52,0,0,10,45,,,매립가스,LFG,0,2894,0,51,0,0,0,110,3162,,,,매립가스,LFG,0,0,0,0,56,0,0,9,40,,,매립가스,LFG,0,694,0,47,0,0,0,157,1004,,,,매립가스,LFG,0,0,0,0,40,0,0,5,40,,,매립가스,LFG,0,2516,0,38,0,0,0,84,2723,,,,매립가스,LFG,0,0,0,0,36,0,0,5,28,,,매립가스,LFG,0,2306,0,33,0,0,0,77,2485,,,,매립가스,LFG,0,0,0,0,26,0,0,6,36,,,매립가스,LFG,0,2281,0,39,0,0,0,92,2480,,,,매립가스,LFG,0,0,0,0,8,0,0,8,48,,,매립가스,LFG,0,3691,0,48,0,0,0,102,3905,,,,매립가스,LFG,0,0,0,0,65,0,0,10,26,,,매립가스,LFG,0,3711,0,49,0,0,0,111,3972,,,,매립가스,LFG,0,0,0,0,73,0,0,10,27,,,매립가스,LFG,0,3580,0,67,0,0,0,119,3875,,,,매립가스,LFG,0,0,0,0,64,0,0,11,25,,,매립가스,LFG,0,4248,0,54,0,0,0,105,4508,,,,매립가스,LFG,0,0,0,0,45,0,0,6,26,,,매립가스,LFG,0,3049,0,42,0,0,0,59,3228,
,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,53198,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,53198,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,37641,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,37641,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,34183,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,34183,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,43192,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,43192,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,55112,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,55112,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,42843,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,42843,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,54636,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,54636,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,82934,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,82934,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,73484,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,73484,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,56024,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,56024,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,68183,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,68183,,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,81068,,,바이오중유,Bio Heavy Oil,0,0,0,0,0,0,0,0,81068,
,,바이오매스,Biomass,2936,14789,828,0,0,10976,27799,0,0,,,바이오매스,Biomass,0,286,0,0,0,249,0,0,57863,,,,바이오매스,Biomass,2912,22088,943,0,0,15969,40690,0,2,,,바이오매스,Biomass,0,344,0,0,0,315,0,0,83263,,,,바이오매스,Biomass,4641,25046,1019,0,0,21116,44458,0,66,,,바이오매스,Biomass,0,411,0,0,0,385,0,0,97142,,,,바이오매스,Biomass,5168,14841,858,0,0,53439,23449,0,210,,,바이오매스,Biomass,0,424,0,0,0,253,0,0,98643,,,,바이오매스,Biomass,3088,10317,427,0,0,40733,30092,0,283,,,바이오매스,Biomass,0,310,0,0,0,292,0,0,85542,,,,바이오매스,Biomass,1278,12880,447,0,0,17206,28786,0,219,,,바이오매스,Biomass,0,297,0,0,0,144,0,0,61257,,,,바이오매스,Biomass,3902,19234,423,0,0,29661,30404,0,261,,,바이오매스,Biomass,0,318,0,0,0,210,0,0,84411,,,,바이오매스,Biomass,4026,32756,776,0,0,55356,39912,0,226,,,바이오매스,Biomass,0,491,0,0,0,182,0,0,133725,,,,바이오매스,Biomass,4896,21177,715,0,0,60658,55570,0,169,,,바이오매스,Biomass,0,656,0,0,0,91,0,0,143933,,,,바이오매스,Biomass,4216,50110,1394,0,0,71637,51019,0,285,,,바이오매스,Biomass,0,829,0,0,0,0,0,0,179490,,,,바이오매스,Biomass,5732,37446,1314,0,0,70532,48088,0,173,,,바이오매스,Biomass,0,1053,0,0,0,0,0,0,164339,,,,바이오매스,Biomass,3007,29920,868,0,0,43031,37482,0,211,,,바이오매스,Biomass,0,320,0,0,0,0,0,0,114840,
